StoreNo,IDX,days,mean_daily_sales,median_daily_sales,positive_sales_days,zero_sales_days,positive_day_share,zero_day_share,rotation_group
R433,310270.0,534,1.5805243445692885,1.0,327,207,0.6123595505617978,0.38764044943820225,medium
R433,312610.0,516,1.6085271317829457,1.0,340,176,0.6589147286821705,0.34108527131782945,high
R433,323134.0,568,1.318661971830986,1.0,334,234,0.5880281690140845,0.4119718309859155,medium
R433,323135.0,568,0.9577464788732394,1.0,305,263,0.5369718309859155,0.4630281690140845,low
R433,351722.0,566,1.802120141342756,1.0,343,223,0.6060070671378092,0.39399293286219084,high
R433,354444.0,558,1.3942652329749103,1.0,323,235,0.578853046594982,0.4211469534050179,medium
R433,355798.0,568,1.3309859154929577,1.0,340,228,0.5985915492957746,0.4014084507042254,medium
R433,355799.0,568,1.216549295774648,1.0,328,240,0.5774647887323944,0.4225352112676056,medium
R433,356597.0,566,2.687279151943463,2.0,393,173,0.6943462897526502,0.30565371024734983,high
R433,356598.0,568,3.142605633802817,2.0,396,172,0.6971830985915493,0.3028169014084507,high
R433,356599.0,566,2.058303886925795,1.0,379,187,0.6696113074204947,0.3303886925795053,high
R433,356680.0,527,1.7647058823529411,1.0,349,178,0.6622390891840607,0.3377609108159393,high
R433,356896.0,562,1.8274021352313168,1.0,289,273,0.5142348754448398,0.48576512455516013,high
R433,356902.0,548,2.0547445255474455,1.0,330,218,0.6021897810218978,0.3978102189781022,high
R433,357574.0,517,1.2282398452611218,1.0,292,225,0.5647969052224371,0.43520309477756286,medium
R433,357828.0,536,1.1884328358208955,1.0,290,246,0.5410447761194029,0.458955223880597,medium
R433,359446.0,247,3.417004048582996,3.0,247,0,1.0,0.0,high
R433,359738.0,546,1.2142857142857142,0.0,243,303,0.44505494505494503,0.554945054945055,medium
R433,359740.0,530,1.711320754716981,1.0,314,216,0.5924528301886792,0.4075471698113208,high
R433,359741.0,527,2.1328273244781784,1.0,315,212,0.5977229601518027,0.40227703984819735,high
R433,359742.0,506,1.2984189723320159,0.0,250,256,0.49407114624505927,0.5059288537549407,medium
R433,360358.0,520,1.1826923076923077,1.0,274,246,0.5269230769230769,0.47307692307692306,medium
R433,361136.0,568,1.5616197183098592,1.0,326,242,0.573943661971831,0.426056338028169,medium
R433,361137.0,568,1.0105633802816902,1.0,303,265,0.5334507042253521,0.4665492957746479,low
R433,361295.0,537,0.7690875232774674,0.0,249,288,0.46368715083798884,0.5363128491620112,low
R433,362836.0,519,1.861271676300578,1.0,312,207,0.6011560693641619,0.3988439306358382,high
R433,363873.0,558,1.4551971326164874,1.0,353,205,0.6326164874551972,0.3673835125448029,medium
R433,364101.0,568,1.1038732394366197,1.0,298,270,0.5246478873239436,0.4753521126760563,low
R433,364652.0,497,1.8832997987927564,1.0,301,196,0.6056338028169014,0.39436619718309857,high
R433,368446.0,549,2.040072859744991,1.0,370,179,0.6739526411657559,0.32604735883424407,high
R433,368696.0,568,4.295774647887324,3.0,441,127,0.7764084507042254,0.22359154929577466,high
R433,369455.0,527,0.8918406072106262,0.0,240,287,0.45540796963946867,0.5445920303605313,low
R433,370659.0,515,2.566990291262136,2.0,345,170,0.6699029126213593,0.3300970873786408,high
R433,370660.0,508,1.4625984251968505,1.0,259,249,0.5098425196850394,0.49015748031496065,medium
R433,370705.0,536,2.246268656716418,1.0,337,199,0.628731343283582,0.3712686567164179,high
R433,371311.0,562,5.140569395017794,4.0,428,134,0.7615658362989324,0.23843416370106763,high
R433,371911.0,552,1.213768115942029,1.0,278,274,0.5036231884057971,0.4963768115942029,medium
R433,374199.0,556,2.052158273381295,2.0,399,157,0.7176258992805755,0.2823741007194245,high
R433,375891.0,513,2.0350877192982457,1.0,321,192,0.6257309941520468,0.3742690058479532,high
R433,375892.0,520,2.5307692307692307,2.0,345,175,0.6634615384615384,0.33653846153846156,high
R433,376126.0,568,0.8485915492957746,0.0,264,304,0.4647887323943662,0.5352112676056338,low
R433,377020.0,566,0.8180212014134276,0.0,270,296,0.47703180212014135,0.5229681978798587,low
R433,377163.0,564,1.3049645390070923,1.0,319,245,0.5656028368794326,0.43439716312056736,medium
R433,377288.0,541,1.1238447319778189,1.0,289,252,0.5341959334565619,0.4658040665434381,low
R433,378802.0,536,1.4085820895522387,1.0,335,201,0.625,0.375,medium
R433,379140.0,512,1.421875,1.0,326,186,0.63671875,0.36328125,medium
R433,379349.0,566,2.7491166077738516,1.0,320,246,0.5653710247349824,0.43462897526501765,high
R433,380137.0,530,1.3264150943396227,1.0,294,236,0.5547169811320755,0.44528301886792454,medium
R433,380631.0,547,1.5137111517367459,1.0,311,236,0.5685557586837294,0.43144424131627057,medium
R433,380721.0,562,1.4519572953736655,1.0,296,266,0.5266903914590747,0.47330960854092524,medium
R433,381495.0,566,2.3427561837455833,2.0,416,150,0.734982332155477,0.26501766784452296,high
R433,381697.0,566,1.167844522968198,1.0,305,261,0.5388692579505301,0.46113074204946997,low
R433,381724.0,541,0.8687615526802218,0.0,257,284,0.47504621072088726,0.5249537892791127,low
R433,381725.0,566,2.3197879858657244,2.0,402,164,0.7102473498233216,0.28975265017667845,high
R433,381746.0,522,1.1111111111111112,1.0,267,255,0.5114942528735632,0.4885057471264368,low
R433,381747.0,554,1.2382671480144405,1.0,310,244,0.5595667870036101,0.4404332129963899,medium
R433,381748.0,568,1.1901408450704225,1.0,307,261,0.5404929577464789,0.4595070422535211,medium
R433,381750.0,556,2.4694244604316546,2.0,380,176,0.6834532374100719,0.31654676258992803,high
R433,381751.0,560,1.525,1.0,351,209,0.6267857142857143,0.3732142857142857,medium
R433,382319.0,564,2.828014184397163,2.0,373,191,0.6613475177304965,0.33865248226950356,high
R433,383402.0,562,0.8647686832740213,1.0,284,278,0.505338078291815,0.49466192170818507,low
R433,386156.0,558,1.3010752688172043,1.0,316,242,0.5663082437275986,0.4336917562724014,medium
R433,386263.0,545,1.9009174311926607,1.0,338,207,0.6201834862385321,0.3798165137614679,high
R433,386854.0,542,1.96309963099631,1.0,299,243,0.551660516605166,0.4483394833948339,high
R433,386855.0,542,6.3118081180811805,5.0,379,163,0.6992619926199262,0.3007380073800738,high
R433,387034.0,555,6.481081081081081,4.0,415,140,0.7477477477477478,0.25225225225225223,high
R433,390551.0,455,2.1516483516483516,1.0,229,226,0.5032967032967033,0.4967032967032967,high
R433,390552.0,556,1.6654676258992807,0.0,229,327,0.4118705035971223,0.5881294964028777,high
R433,390553.0,418,2.84688995215311,1.0,251,167,0.6004784688995215,0.39952153110047844,high
R433,390554.0,496,1.6411290322580645,0.0,211,285,0.4254032258064516,0.5745967741935484,high
R433,390555.0,414,2.4396135265700485,0.0,206,208,0.4975845410628019,0.5024154589371981,high
R433,390581.0,546,3.5457875457875456,1.0,291,255,0.532967032967033,0.46703296703296704,high
R433,390681.0,568,2.6514084507042255,1.0,358,210,0.6302816901408451,0.36971830985915494,high
R433,401480.0,558,1.1451612903225807,1.0,280,278,0.5017921146953405,0.4982078853046595,low
R433,404439.0,568,0.8591549295774648,0.0,270,298,0.4753521126760563,0.5246478873239436,low
R433,406393.0,558,35.75627240143369,38.0,384,174,0.6881720430107527,0.3118279569892473,high
R433,406427.0,548,17.5492700729927,7.0,386,162,0.7043795620437956,0.2956204379562044,high
R433,406850.0,564,1.5390070921985815,1.0,319,245,0.5656028368794326,0.43439716312056736,medium
R433,407012.0,518,1.05019305019305,1.0,268,250,0.5173745173745173,0.4826254826254826,low
R433,407817.0,433,2.404157043879908,1.0,233,200,0.5381062355658198,0.4618937644341801,high
R433,410264.0,562,2.193950177935943,1.0,375,187,0.6672597864768683,0.33274021352313166,high
R433,410300.0,522,2.078544061302682,2.0,344,178,0.6590038314176245,0.34099616858237547,high
R433,411820.0,560,1.1089285714285715,1.0,311,249,0.5553571428571429,0.4446428571428571,low
R433,411823.0,517,1.355899419729207,1.0,298,219,0.5764023210831721,0.42359767891682787,medium
R433,412239.0,566,1.1413427561837455,1.0,306,260,0.5406360424028268,0.45936395759717313,low
R433,412998.0,555,0.8828828828828829,0.0,268,287,0.4828828828828829,0.5171171171171172,low
R433,413040.0,528,0.8522727272727273,0.0,242,286,0.4583333333333333,0.5416666666666666,low
R433,413041.0,549,2.1948998178506374,1.0,328,221,0.5974499089253188,0.40255009107468126,high
R433,413353.0,553,1.4303797468354431,1.0,308,245,0.5569620253164557,0.4430379746835443,medium
R433,414000.0,560,1.2160714285714285,1.0,307,253,0.5482142857142858,0.4517857142857143,medium
R433,414014.0,554,1.0974729241877257,1.0,286,268,0.516245487364621,0.48375451263537905,low
R433,414634.0,447,1.2885906040268456,1.0,238,209,0.5324384787472036,0.46756152125279643,medium
R433,415038.0,449,1.55456570155902,1.0,255,194,0.5679287305122495,0.43207126948775054,medium
R433,420493.0,523,0.9254302103250478,0.0,248,275,0.47418738049713194,0.5258126195028681,low
R433,420875.0,462,3.5974025974025974,1.0,264,198,0.5714285714285714,0.42857142857142855,high
R433,424294.0,544,1.2169117647058822,1.0,290,254,0.5330882352941176,0.46691176470588236,medium
R433,424295.0,554,1.1209386281588447,1.0,290,264,0.5234657039711191,0.47653429602888087,low
R433,424719.0,525,1.68,1.0,327,198,0.6228571428571429,0.37714285714285717,high
R433,424721.0,545,1.036697247706422,0.0,266,279,0.48807339449541287,0.5119266055045871,low
R433,425530.0,507,1.2642998027613412,1.0,273,234,0.5384615384615384,0.46153846153846156,medium
R433,425535.0,524,2.0019083969465647,1.0,270,254,0.5152671755725191,0.4847328244274809,high
R433,425538.0,568,2.221830985915493,1.0,322,246,0.5669014084507042,0.43309859154929575,high
R433,425539.0,535,2.205607476635514,1.0,293,242,0.5476635514018692,0.4523364485981308,high
R433,425540.0,568,1.7359154929577465,1.0,298,270,0.5246478873239436,0.4753521126760563,high
R433,425586.0,524,1.7442748091603053,1.0,293,231,0.5591603053435115,0.44083969465648853,high
R433,428152.0,521,1.216890595009597,0.0,250,271,0.4798464491362764,0.5201535508637236,medium
R433,434361.0,564,7.083333333333333,1.0,295,269,0.5230496453900709,0.4769503546099291,high
R433,434362.0,568,4.644366197183099,0.0,273,295,0.48063380281690143,0.5193661971830986,high
R433,436219.0,518,1.3127413127413128,0.0,251,267,0.48455598455598453,0.5154440154440154,medium
